交易发起日期	产品名称	产品代码	业务类型	申请数额	申请单位	确认数额	确认单位	链接
2019-08-30	南方天天利货币Ｂ	003474	红利再投资	-	-	4.67	份	https://query.1234567.com.cn/Query/Detail?id=201908300130301516610400a1&businType=143&traceNo=
2019-08-29	南方天天利货币Ｂ	003474	红利再投资	-	-	4.63	份	https://query.1234567.com.cn/Query/Detail?id=201908290130301513834890a1&businType=143&traceNo=
2019-08-28	南方天天利货币Ｂ	003474	红利再投资	-	-	4.69	份	https://query.1234567.com.cn/Query/Detail?id=201908280130301511182800a1&businType=143&traceNo=
2019-08-27	南方天天利货币Ｂ	003474	红利再投资	-	-	4.65	份	https://query.1234567.com.cn/Query/Detail?id=201908270130301508521120a1&businType=143&traceNo=
2019-08-27	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201908270130301508521120a2&businType=143&traceNo=
2019-08-26	南方天天利货币Ｂ	003474	活期宝普通取现	2923.28	份	2923.28	元	https://query.1234567.com.cn/Query/Detail?id=784ca2c883b142749b314c9929eae0f1&businType=802&traceNo=
2019-08-26	南方天天利货币Ｂ	003474	红利再投资	-	-	0.66	份	https://query.1234567.com.cn/Query/Detail?id=201908260130301505543390a2&businType=143&traceNo=
2019-08-23	南方天天利货币Ｂ	003474	活期宝充值	10000.00	元	10000.00	份	https://query.1234567.com.cn/Query/Detail?id=73cb1c2e33de4fe4a0b3f63fbc8b426a&businType=801&traceNo=
2019-08-23	南方天天利货币Ｂ	003474	活期宝充值	53276.92	元	53276.92	份	https://query.1234567.com.cn/Query/Detail?id=f33f84d104424fd28e485b1bcb94bbda&businType=801&traceNo=
2019-08-23	鹏华添利宝货币	001666	红利再投资	-	-	3.20	份	https://query.1234567.com.cn/Query/Detail?id=201908230630301742076240&businType=143&traceNo=
2019-08-23	南方天天利货币Ｂ	003474	红利再投资	-	-	3.94	份	https://query.1234567.com.cn/Query/Detail?id=201908230130301502907410a1&businType=143&traceNo=
2019-08-23	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908230130301502907410a2&businType=143&traceNo=
2019-08-22	南方天天利货币Ｂ	003474	活期宝普通取现	287.23	份	287.23	元	https://query.1234567.com.cn/Query/Detail?id=f40eb47d5dc640db8aeb76268e2fcb84&businType=802&traceNo=
2019-08-22	南方天天利货币Ｂ	003474	活期宝普通取现	53276.92	份	53276.92	元	https://query.1234567.com.cn/Query/Detail?id=6eee588d4b05485181bfc5c0058fa768&businType=802&traceNo=
2019-08-22	鹏华添利宝货币	001666	活期宝普通取现	46435.85	份	46435.85	元	https://query.1234567.com.cn/Query/Detail?id=d94bde66a3e2445c9e16c96da351707a&businType=802&traceNo=
2019-08-22	鹏华添利宝货币	001666	红利再投资	-	-	3.19	份	https://query.1234567.com.cn/Query/Detail?id=201908220630301739930810&businType=143&traceNo=
2019-08-22	南方天天利货币Ｂ	003474	红利再投资	-	-	3.95	份	https://query.1234567.com.cn/Query/Detail?id=201908220130301500110670a1&businType=143&traceNo=
2019-08-22	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908220130301500110670a2&businType=143&traceNo=
2019-08-21	南方天天利货币Ｂ	003474	红利再投资	-	-	3.99	份	https://query.1234567.com.cn/Query/Detail?id=201908210130301497379770a1&businType=143&traceNo=
2019-08-21	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908210130301497379770a2&businType=143&traceNo=
2019-08-21	鹏华添利宝货币	001666	红利再投资	-	-	3.44	份	https://query.1234567.com.cn/Query/Detail?id=201908210630301737805770&businType=143&traceNo=
2019-08-20	南方天天利货币Ｂ	003474	红利再投资	-	-	3.96	份	https://query.1234567.com.cn/Query/Detail?id=201908200130301494591260a1&businType=143&traceNo=
2019-08-20	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908200130301494591260a2&businType=143&traceNo=
2019-08-20	鹏华添利宝货币	001666	红利再投资	-	-	3.20	份	https://query.1234567.com.cn/Query/Detail?id=201908200630301735651790&businType=143&traceNo=
2019-08-19	鹏华添利宝货币	001666	红利再投资	-	-	9.60	份	https://query.1234567.com.cn/Query/Detail?id=201908190630301733359240&businType=143&traceNo=
2019-08-19	南方天天利货币Ｂ	003474	红利再投资	-	-	11.71	份	https://query.1234567.com.cn/Query/Detail?id=201908190130301491618720a1&businType=143&traceNo=
2019-08-19	南方天天利货币Ｂ	003474	红利再投资	-	-	0.71	份	https://query.1234567.com.cn/Query/Detail?id=201908190130301491618720a2&businType=143&traceNo=
2019-08-16	鹏华添利宝货币	001666	红利再投资	-	-	3.23	份	https://query.1234567.com.cn/Query/Detail?id=201908160630301731109640&businType=143&traceNo=
2019-08-16	南方天天利货币Ｂ	003474	红利再投资	-	-	3.91	份	https://query.1234567.com.cn/Query/Detail?id=201908160130301488604830a1&businType=143&traceNo=
2019-08-16	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908160130301488604830a2&businType=143&traceNo=
2019-08-15	鹏华添利宝货币	001666	红利再投资	-	-	3.21	份	https://query.1234567.com.cn/Query/Detail?id=201908150630301728917440&businType=143&traceNo=
2019-08-15	南方天天利货币Ｂ	003474	红利再投资	-	-	3.93	份	https://query.1234567.com.cn/Query/Detail?id=201908150130301485796180a1&businType=143&traceNo=
2019-08-15	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908150130301485796180a2&businType=143&traceNo=
2019-08-14	鹏华添利宝货币	001666	红利再投资	-	-	3.21	份	https://query.1234567.com.cn/Query/Detail?id=201908140630301726779400&businType=143&traceNo=
2019-08-14	南方天天利货币Ｂ	003474	红利再投资	-	-	3.90	份	https://query.1234567.com.cn/Query/Detail?id=201908140130301483114360a1&businType=143&traceNo=
2019-08-14	南方天天利货币Ｂ	003474	红利再投资	-	-	0.23	份	https://query.1234567.com.cn/Query/Detail?id=201908140130301483114360a2&businType=143&traceNo=
2019-08-13	南方天天利货币Ｂ	003474	红利再投资	-	-	2.99	份	https://query.1234567.com.cn/Query/Detail?id=201908130130301480445110a1&businType=143&traceNo=
2019-08-13	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908130130301480445110a2&businType=143&traceNo=
2019-08-13	鹏华添利宝货币	001666	红利再投资	-	-	3.20	份	https://query.1234567.com.cn/Query/Detail?id=201908130630301724633540&businType=143&traceNo=
2019-08-12	鹏华添利宝货币	001666	红利再投资	-	-	9.58	份	https://query.1234567.com.cn/Query/Detail?id=201908120630301722325110&businType=143&traceNo=
2019-08-12	南方天天利货币Ｂ	003474	红利再投资	-	-	9.07	份	https://query.1234567.com.cn/Query/Detail?id=201908120130301477587130a1&businType=143&traceNo=
2019-08-12	南方天天利货币Ｂ	003474	红利再投资	-	-	0.72	份	https://query.1234567.com.cn/Query/Detail?id=201908120130301477587130a2&businType=143&traceNo=
2019-08-09	南方天天利货币Ｂ	003474	活期宝充值	12800.00	元	12800.00	份	https://query.1234567.com.cn/Query/Detail?id=095768f02a1f4ae5868cf75ca06a101e&businType=801&traceNo=
2019-08-09	鹏华添利宝货币	001666	红利再投资	-	-	3.37	份	https://query.1234567.com.cn/Query/Detail?id=201908090630301720027630&businType=143&traceNo=
2019-08-09	南方天天利货币Ｂ	003474	红利再投资	-	-	3.00	份	https://query.1234567.com.cn/Query/Detail?id=201908090130301474914380a1&businType=143&traceNo=
2019-08-09	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908090130301474914380a2&businType=143&traceNo=
2019-08-08	鹏华添利宝货币	001666	红利再投资	-	-	3.31	份	https://query.1234567.com.cn/Query/Detail?id=201908080630301717817960&businType=143&traceNo=
2019-08-08	南方天天利货币Ｂ	003474	红利再投资	-	-	3.08	份	https://query.1234567.com.cn/Query/Detail?id=201908080130301472200800a1&businType=143&traceNo=
2019-08-08	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908080130301472200800a2&businType=143&traceNo=
2019-08-07	鹏华添利宝货币	001666	红利再投资	-	-	3.36	份	https://query.1234567.com.cn/Query/Detail?id=201908070630301715614330&businType=143&traceNo=
2019-08-07	南方天天利货币Ｂ	003474	红利再投资	-	-	3.02	份	https://query.1234567.com.cn/Query/Detail?id=201908070130301469490400a1&businType=143&traceNo=
2019-08-07	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908070130301469490400a2&businType=143&traceNo=
2019-08-06	鹏华添利宝货币	001666	红利再投资	-	-	3.28	份	https://query.1234567.com.cn/Query/Detail?id=201908060630301713270670&businType=143&traceNo=
2019-08-06	南方天天利货币Ｂ	003474	红利再投资	-	-	3.03	份	https://query.1234567.com.cn/Query/Detail?id=201908060130301465768570a1&businType=143&traceNo=
2019-08-06	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908060130301465768570a2&businType=143&traceNo=
2019-08-05	鹏华添利宝货币	001666	红利再投资	-	-	9.59	份	https://query.1234567.com.cn/Query/Detail?id=201908050630301710824420&businType=143&traceNo=
2019-08-05	南方天天利货币Ｂ	003474	红利再投资	-	-	9.07	份	https://query.1234567.com.cn/Query/Detail?id=201908050130301462777210a1&businType=143&traceNo=
2019-08-05	南方天天利货币Ｂ	003474	红利再投资	-	-	0.72	份	https://query.1234567.com.cn/Query/Detail?id=201908050130301462777210a2&businType=143&traceNo=
2019-08-02	南方天天利货币Ｂ	003474	红利再投资	-	-	3.03	份	https://query.1234567.com.cn/Query/Detail?id=201908020130301459901410a1&businType=143&traceNo=
2019-08-02	南方天天利货币Ｂ	003474	红利再投资	-	-	0.24	份	https://query.1234567.com.cn/Query/Detail?id=201908020130301459901410a2&businType=143&traceNo=
2019-08-02	鹏华添利宝货币	001666	红利再投资	-	-	3.24	份	https://query.1234567.com.cn/Query/Detail?id=201908020630301708382780&businType=143&traceNo=
2019-08-01	鹏华添利宝货币	001666	红利再投资	-	-	3.18	份	https://query.1234567.com.cn/Query/Detail?id=201908010630301706001260&businType=143&traceNo=
2019-08-01	南方天天利货币Ｂ	003474	红利再投资	-	-	3.03	份	https://query.1234567.com.cn/Query/Detail?id=201908010130301456951000a1&businType=143&traceNo=
2019-08-01	南方天天利货币Ｂ	003474	红利再投资	-	-	0.72	份	https://query.1234567.com.cn/Query/Detail?id=201908010130301456951000a2&businType=143&traceNo=
2019-09-30	南方天天利货币Ｂ	003474	红利再投资	-	-	32.32	份	https://query.1234567.com.cn/Query/Detail?id=201909300130301572707380a1&businType=143&traceNo=
2019-09-27	南方天天利货币Ｂ	003474	红利再投资	-	-	10.91	份	https://query.1234567.com.cn/Query/Detail?id=201909270130301570261410a1&businType=143&traceNo=
2019-09-26	活期宝	------	活期宝快速取现	5000.00	份	5000.00	元	https://query.1234567.com.cn/Query/Detail?id=c94f0dd58105412ca0f065a36578c6e6&businType=803&traceNo=
2019-09-26	南方天天利货币Ｂ	003474	红利再投资	-	-	11.34	份	https://query.1234567.com.cn/Query/Detail?id=201909260130301567242680a1&businType=143&traceNo=
2019-09-25	华夏恒生ETF联接A	000071	活期宝转入	3500.00	元	2390.62	份	https://query.1234567.com.cn/Query/Detail?id=136d7f73b1894bbd835a0b24b219aa38&businType=22&traceNo=136d7f73b1894bbd835a0b24b219aa38
2019-09-25	南方天天利货币Ｂ	003474	红利再投资	-	-	11.53	份	https://query.1234567.com.cn/Query/Detail?id=201909250130301564487660a1&businType=143&traceNo=
2019-09-24	南方天天利货币Ｂ	003474	红利再投资	-	-	11.29	份	https://query.1234567.com.cn/Query/Detail?id=201909240130301561861140a1&businType=143&traceNo=
2019-09-23	南方天天利货币Ｂ	003474	红利再投资	-	-	33.71	份	https://query.1234567.com.cn/Query/Detail?id=201909230130301558914570a1&businType=143&traceNo=
2019-09-20	富国中证500指数(LOF)	161017	红利再投资	-	-	972.01	份	https://query.1234567.com.cn/Query/Detail?id=201909209898190919303000607263&businType=143&traceNo=
2019-09-20	南方天天利货币Ｂ	003474	红利再投资	-	-	11.26	份	https://query.1234567.com.cn/Query/Detail?id=201909200130301556335010a1&businType=143&traceNo=
2019-09-19	鹏华添利宝货币	001666	活期宝普通取现	6.39	份	6.39	元	https://query.1234567.com.cn/Query/Detail?id=0604595fca6a46b3a0303b2ec255d33e&businType=802&traceNo=
2019-09-19	南方天天利货币Ｂ	003474	红利再投资	-	-	11.28	份	https://query.1234567.com.cn/Query/Detail?id=201909190130301553114770a1&businType=143&traceNo=
2019-09-18	创金合信中证1000指数增强C	003647	转入投资账户	3580.20	份	3580.20	份	https://query.1234567.com.cn/Query/Detail?id=ff0b6b3c4b3f44ff970a347496f92676&businType=T2&traceNo=04acbd2494164f8ba7726d240a5095e0
2019-09-18	创金合信中证1000指数增强C	003647	转出投资账户	3580.20	份	3580.20	份	https://query.1234567.com.cn/Query/Detail?id=256a92553be646bc8c3d9d1e0e8deb85&businType=T1&traceNo=04acbd2494164f8ba7726d240a5095e0
2019-09-18	广发中证500ETF联接C	002903	转入投资账户	7778.64	份	7778.64	份	https://query.1234567.com.cn/Query/Detail?id=f51a86e1c431421191b47da5bdb28380&businType=T2&traceNo=4140c597c41a4c108d1a090ff0101ed2
2019-09-18	广发中证500ETF联接C	002903	转出投资账户	7778.64	份	7778.64	份	https://query.1234567.com.cn/Query/Detail?id=d8c4f8a301a5467995b0fdf546d94741&businType=T1&traceNo=4140c597c41a4c108d1a090ff0101ed2
2019-09-18	建信现金添益货币A	003022	卖出回银行卡	7.16	份	7.16	元	https://query.1234567.com.cn/Query/Detail?id=e68dadd66ba84089b89c53bc5f72cb45&businType=24&traceNo=
2019-09-18	南方天天利货币Ｂ	003474	红利再投资	-	-	12.12	份	https://query.1234567.com.cn/Query/Detail?id=201909180130301550483670a1&businType=143&traceNo=
2019-09-18	富国沪深300指数增强	100038	红利再投资	-	-	1574.09	份	https://query.1234567.com.cn/Query/Detail?id=20190918103030076760114&businType=143&traceNo=
2019-09-17	广发中证500ETF联接C	002903	活期宝转入	3500.00	元	3889.32	份	https://query.1234567.com.cn/Query/Detail?id=0dd7dc83e91946d9921bc429f47988f5&businType=22&traceNo=0dd7dc83e91946d9921bc429f47988f5
2019-09-17	创金合信中证1000指数增强C	003647	活期宝转入	3500.00	元	3580.20	份	https://query.1234567.com.cn/Query/Detail?id=27bc28ebfb884bffbdc0dbea06154f09&businType=22&traceNo=27bc28ebfb884bffbdc0dbea06154f09
2019-09-17	广发中证500ETF联接C	002903	活期宝转入	3500.00	元	3889.32	份	https://query.1234567.com.cn/Query/Detail?id=4ff0308f6de14a3392133fd125ccc6c2&businType=22&traceNo=4ff0308f6de14a3392133fd125ccc6c2
2019-09-17	建信现金添益货币A	003022	卖出回银行卡	28.56	份	28.56	元	https://query.1234567.com.cn/Query/Detail?id=9578029d2618471c9a86a33eb7f0bf7d&businType=24&traceNo=
2019-09-17	南方天天利货币Ｂ	003474	红利再投资	-	-	4.77	份	https://query.1234567.com.cn/Query/Detail?id=201909170130301547652820a1&businType=143&traceNo=
2019-09-17	建信现金添益货币A	003022	红利再投资	-	-	7.16	份	https://query.1234567.com.cn/Query/Detail?id=201909175330300159411360&businType=143&traceNo=
2019-09-16	建信现金添益货币A	003022	卖出回活期宝	100000.00	份	100000.00	元	https://query.1234567.com.cn/Query/Detail?id=bbb0cb1edfa54cf2bc6f5ec4be9864c2&businType=812&traceNo=f23f9798d90d4383aa6ec4c385f4cb76
2019-09-16	南方天天利货币Ｂ	003474	红利再投资	-	-	18.75	份	https://query.1234567.com.cn/Query/Detail?id=201909160130301544430940a1&businType=143&traceNo=
2019-09-16	建信现金添益货币A	003022	红利再投资	-	-	28.56	份	https://query.1234567.com.cn/Query/Detail?id=201909165330300159200690&businType=143&traceNo=
2019-09-12	南方天天利货币Ｂ	003474	红利再投资	-	-	4.70	份	https://query.1234567.com.cn/Query/Detail?id=201909120130301541816500a1&businType=143&traceNo=
2019-09-11	南方天天利货币Ｂ	003474	红利再投资	-	-	4.68	份	https://query.1234567.com.cn/Query/Detail?id=201909110130301539150290a1&businType=143&traceNo=
2019-09-10	建信现金添益货币A	003022	银行卡支付买入	100000.00	元	100000.00	份	https://query.1234567.com.cn/Query/Detail?id=989b230ef2684160a129795fc83835db&businType=22&traceNo=
2019-09-10	南方天天利货币Ｂ	003474	红利再投资	-	-	4.72	份	https://query.1234567.com.cn/Query/Detail?id=201909100130301536282950a1&businType=143&traceNo=
2019-09-09	南方天天利货币Ｂ	003474	红利再投资	-	-	14.04	份	https://query.1234567.com.cn/Query/Detail?id=201909090130301533211680a1&businType=143&traceNo=
2019-09-06	南方天天利货币Ｂ	003474	红利再投资	-	-	4.67	份	https://query.1234567.com.cn/Query/Detail?id=201909060130301530476470a1&businType=143&traceNo=
2019-09-05	南方天天利货币Ｂ	003474	红利再投资	-	-	4.67	份	https://query.1234567.com.cn/Query/Detail?id=201909050130301527599470a1&businType=143&traceNo=
2019-09-04	南方天天利货币Ｂ	003474	红利再投资	-	-	4.63	份	https://query.1234567.com.cn/Query/Detail?id=201909040130301524827270a1&businType=143&traceNo=
2019-09-03	南方天天利货币Ｂ	003474	红利再投资	-	-	4.69	份	https://query.1234567.com.cn/Query/Detail?id=201909030130301522131640a1&businType=143&traceNo=
2019-09-02	南方天天利货币Ｂ	003474	红利再投资	-	-	14.03	份	https://query.1234567.com.cn/Query/Detail?id=201909020130301519252060a1&businType=143&traceNo=
2019-10-30	南方天天利货币Ｂ	003474	红利再投资	-	-	10.51	份	https://query.1234567.com.cn/Query/Detail?id=201910300130301619270430a1&businType=143&traceNo=
2019-10-29	南方天天利货币Ｂ	003474	红利再投资	-	-	10.50	份	https://query.1234567.com.cn/Query/Detail?id=201910290130301616657930a1&businType=143&traceNo=
2019-10-28	南方天天利货币Ｂ	003474	红利再投资	-	-	31.42	份	https://query.1234567.com.cn/Query/Detail?id=201910280130301613904000a1&businType=143&traceNo=
2019-10-25	南方天天利货币Ｂ	003474	红利再投资	-	-	10.46	份	https://query.1234567.com.cn/Query/Detail?id=201910250130301611402560a1&businType=143&traceNo=
2019-10-24	南方天天利货币Ｂ	003474	红利再投资	-	-	10.42	份	https://query.1234567.com.cn/Query/Detail?id=201910240130301608691800a1&businType=143&traceNo=
2019-10-23	南方天天利货币Ｂ	003474	红利再投资	-	-	10.42	份	https://query.1234567.com.cn/Query/Detail?id=201910230130301606089480a1&businType=143&traceNo=
2019-10-22	南方天天利货币Ｂ	003474	红利再投资	-	-	10.61	份	https://query.1234567.com.cn/Query/Detail?id=201910220130301603536150a1&businType=143&traceNo=
2019-10-22	活期宝	------	活期宝快速取现	3758.00	份	3758.00	元	https://query.1234567.com.cn/Query/Detail?id=7fb5cf344a8c422cb890f6f26465e125&businType=803&traceNo=
2019-10-21	南方天天利货币Ｂ	003474	红利再投资	-	-	32.28	份	https://query.1234567.com.cn/Query/Detail?id=201910210130301600672830a1&businType=143&traceNo=
2019-10-18	南方天天利货币Ｂ	003474	红利再投资	-	-	10.69	份	https://query.1234567.com.cn/Query/Detail?id=201910180130301597937590a1&businType=143&traceNo=
2019-10-17	南方天天利货币Ｂ	003474	红利再投资	-	-	10.59	份	https://query.1234567.com.cn/Query/Detail?id=201910170130301595217050a1&businType=143&traceNo=
2019-10-16	南方天天利货币Ｂ	003474	红利再投资	-	-	10.65	份	https://query.1234567.com.cn/Query/Detail?id=201910160130301592199130a1&businType=143&traceNo=
2019-10-15	南方天天利货币Ｂ	003474	红利再投资	-	-	10.69	份	https://query.1234567.com.cn/Query/Detail?id=201910150130301589476930a1&businType=143&traceNo=
2019-10-14	南方天天利货币Ｂ	003474	红利再投资	-	-	32.10	份	https://query.1234567.com.cn/Query/Detail?id=201910140130301586626940a1&businType=143&traceNo=
2019-10-11	南方天天利货币Ｂ	003474	红利再投资	-	-	10.80	份	https://query.1234567.com.cn/Query/Detail?id=201910110130301584044040a1&businType=143&traceNo=
2019-10-10	南方天天利货币Ｂ	003474	红利再投资	-	-	10.72	份	https://query.1234567.com.cn/Query/Detail?id=201910100130301581299760a1&businType=143&traceNo=
2019-10-09	南方天天利货币Ｂ	003474	红利再投资	-	-	10.72	份	https://query.1234567.com.cn/Query/Detail?id=201910090130301578692960a1&businType=143&traceNo=
2019-10-08	南方天天利货币Ｂ	003474	红利再投资	-	-	85.83	份	https://query.1234567.com.cn/Query/Detail?id=201910080130301575345010a1&businType=143&traceNo=
